"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","season","DATE","STATION","NAME","PRCP","SNOW","SNWD","TMAX","TMIN"
"3194",286,"2019-10-28 18:00:40.8540","2019-10-28 18:05:27.6910","337","Old Slip & Front St",40.7037992,-74.00838676,"195","Liberty St & Broadway",40.70905623,-74.01043382,38725,"Subscriber",1990,2,"autumn","2019-10-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.2,12.8
"3195",719,"2019-10-30 09:07:34.9540","2019-10-30 09:19:34.4490","307","Canal St & Rutgers St",40.71427487,-73.98990025,"377","6 Ave & Canal St",40.72243797,-74.00566443,15794,"Subscriber",1974,1,"autumn","2019-10-30","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,17.2,14.4
"3196",486,"2019-10-17 16:44:33.8580","2019-10-17 16:52:40.8520","494","W 26 St & 8 Ave",40.74734825,-73.99723551,"168","W 18 St & 6 Ave",40.73971301,-73.99456405,21140,"Subscriber",1939,2,"autumn","2019-10-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,13.9,10.6
"3197",444,"2019-10-08 06:19:56.4030","2019-10-08 06:27:20.5050","465","Broadway & W 41 St",40.75513557,-73.98658032,"359","E 47 St & Park Ave",40.75510267,-73.97498696,25828,"Subscriber",1965,1,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3198",576,"2019-10-13 23:05:32.4700","2019-10-13 23:15:08.4850","509","9 Ave & W 22 St",40.7454973,-74.00197139,"507","E 25 St & 2 Ave",40.73912601,-73.97973776,39336,"Subscriber",1980,1,"autumn","2019-10-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,11.7
"3199",749,"2019-10-06 16:15:21.1860","2019-10-06 16:27:50.7110","279","Peck Slip & Front St",40.707873,-74.00167,"341","Stanton St & Mangin St",40.71782143,-73.97628939,34257,"Subscriber",1986,1,"autumn","2019-10-06","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,21.1,13.9
"3200",503,"2019-10-17 15:46:42.7430","2019-10-17 15:55:06.5860","3693","N 11 St & Kent Ave",40.7224818863822,-73.9592193067074,"460","S 4 St & Wythe Ave",40.71285887,-73.96590294,35111,"Subscriber",1966,1,"autumn","2019-10-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,13.9,10.6
"3201",221,"2019-10-23 18:04:15.5030","2019-10-23 18:07:57.4180","392","Jay St & Tech Pl",40.695065,-73.987167,"245","Myrtle Ave & St Edwards St",40.69327018,-73.97703874,28300,"Subscriber",1957,2,"autumn","2019-10-23","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,18.3,12.2
"3202",601,"2019-10-18 12:46:31.0670","2019-10-18 12:56:32.2210","3707","Lexington Ave & E 26 St",40.741459,-73.983293,"487","E 20 St & FDR Drive",40.73314259,-73.97573881,41719,"Subscriber",1991,1,"autumn","2019-10-18","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,14.4,8.3
"3203",986,"2019-10-05 15:46:44.9220","2019-10-05 16:03:10.9370","364","Lafayette Ave & Classon Ave",40.68900443,-73.96023854,"389","Broadway & Berry St",40.71044554,-73.96525063,21555,"Subscriber",1977,1,"autumn","2019-10-05","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,16.1,7.2
"3204",1419,"2019-10-03 16:32:02.3250","2019-10-03 16:55:41.8480","3383","Cathedral Pkwy & Broadway",40.804213,-73.96699104,"3383","Cathedral Pkwy & Broadway",40.804213,-73.96699104,39057,"Subscriber",1958,1,"autumn","2019-10-03","USW00094728","NY CITY CENTRAL PARK, NY US",8.6,0,0,17.2,11.7
"3205",994,"2019-10-02 17:53:43.1260","2019-10-02 18:10:17.2460","321","Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,"417","Barclay St & Church St",40.71291224,-74.01020234,35590,"Subscriber",1979,1,"autumn","2019-10-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.8,0,0,33.9,17.2
"3206",756,"2019-10-10 05:30:27.8540","2019-10-10 05:43:04.8480","427","Bus Slip & State St",40.701907,-74.013942,"328","Watts St & Greenwich St",40.72405549,-74.00965965,41004,"Subscriber",1977,1,"autumn","2019-10-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,21.7,11.7
"3207",261,"2019-10-31 11:55:41.7380","2019-10-31 12:00:03.4590","307","Canal St & Rutgers St",40.71427487,-73.98990025,"296","Division St & Bowery",40.71413089,-73.9970468,25003,"Subscriber",1955,1,"autumn","2019-10-31","USW00094728","NY CITY CENTRAL PARK, NY US",13.7,0,0,21.7,15.6
"3208",437,"2019-10-07 16:33:48.9600","2019-10-07 16:41:06.3650","487","E 20 St & FDR Drive",40.73314259,-73.97573881,"402","Broadway & E 22 St",40.7403432,-73.98955109,26834,"Subscriber",1987,1,"autumn","2019-10-07","USW00094728","NY CITY CENTRAL PARK, NY US",5.1,0,0,26.1,15
"3209",305,"2019-10-13 10:23:58.5630","2019-10-13 10:29:04.1240","315","South St & Gouverneur Ln",40.70355377,-74.00670227,"259","South St & Whitehall St",40.70122128,-74.01234218,41683,"Customer",1969,0,"autumn","2019-10-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,11.7
"3210",1781,"2019-10-12 14:43:05.3920","2019-10-12 15:12:47.1320","3254","Soissons Landing",40.6923166071919,-74.0148657560349,"3479","Picnic Point",40.6851255951541,-74.0253531932831,28454,"Customer",1990,2,"autumn","2019-10-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,12.8
"3211",585,"2019-10-08 18:30:27.4700","2019-10-08 18:40:13.1830","519","Pershing Square North",40.751873,-73.977706,"504","1 Ave & E 16 St",40.73221853,-73.98165557,39503,"Subscriber",1993,1,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3212",1297,"2019-10-21 10:38:57.2820","2019-10-21 11:00:35.1610","347","Greenwich St & W Houston St",40.728846,-74.008591,"3680","E 43 St & 5 Ave",40.7541208107793,-73.9802518486977,38753,"Subscriber",1980,1,"autumn","2019-10-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,10.6
"3213",371,"2019-10-13 15:43:36.5130","2019-10-13 15:49:47.5690","3321","Clinton St & Union St",40.6831164,-73.99785267,"3410","Dean St & Hoyt St",40.6864442,-73.98759104,32487,"Subscriber",1986,1,"autumn","2019-10-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,11.7
"3214",807,"2019-10-03 17:37:59.4510","2019-10-03 17:51:26.7970","458","11 Ave & W 27 St",40.751396,-74.005226,"3687","E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,30520,"Subscriber",1997,1,"autumn","2019-10-03","USW00094728","NY CITY CENTRAL PARK, NY US",8.6,0,0,17.2,11.7
"3215",743,"2019-10-14 17:38:18.6750","2019-10-14 17:50:41.8420","358","Christopher St & Greenwich St",40.73291553,-74.00711384,"360","William St & Pine St",40.70717936,-74.00887308,30798,"Customer",1997,1,"autumn","2019-10-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,22.2,14.4
"3216",270,"2019-10-07 18:46:04.2160","2019-10-07 18:50:34.2340","3386","1 Pl & Clinton St",40.6809591,-73.99905709,"3408","Congress St & Clinton St",40.6881529,-73.99520919,21286,"Subscriber",1963,2,"autumn","2019-10-07","USW00094728","NY CITY CENTRAL PARK, NY US",5.1,0,0,26.1,15
"3217",455,"2019-10-11 22:50:57.7010","2019-10-11 22:58:32.9400","291","Madison St & Montgomery St",40.713126,-73.984844,"394","E 9 St & Avenue C",40.72521311,-73.97768752,29997,"Subscriber",1984,2,"autumn","2019-10-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.8,12.8
"3218",940,"2019-10-12 09:27:20.0770","2019-10-12 09:43:00.5140","332","Cherry St",40.71219906,-73.97948148,"335","Washington Pl & Broadway",40.72903917,-73.99404649,40124,"Subscriber",1981,1,"autumn","2019-10-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,12.8
"3219",1076,"2019-10-23 17:26:56.8640","2019-10-23 17:44:53.6440","311","Norfolk St & Broome St",40.7172274,-73.98802084,"460","S 4 St & Wythe Ave",40.71285887,-73.96590294,38769,"Subscriber",1981,1,"autumn","2019-10-23","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,18.3,12.2
"3220",661,"2019-10-08 11:00:10.3220","2019-10-08 11:11:12.1920","403","E 2 St & 2 Ave",40.72502876,-73.99069656,"3707","Lexington Ave & E 26 St",40.741459,-73.983293,19799,"Subscriber",1994,1,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3221",295,"2019-10-06 20:25:43.5100","2019-10-06 20:30:38.5610","3402","Court St & State St",40.6902375,-73.99203074,"3486","Schermerhorn St & Bond St",40.6884174275408,-73.9845165610313,17102,"Subscriber",1980,2,"autumn","2019-10-06","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,21.1,13.9
"3222",874,"2019-10-21 19:24:56.3560","2019-10-21 19:39:30.9240","3805","E 80 St & Park Ave",40.776173,-73.959757,"3150","E 85 St & York Ave",40.77536905,-73.94803392,26068,"Subscriber",1982,1,"autumn","2019-10-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,10.6
"3223",1035,"2019-10-19 18:56:33.5180","2019-10-19 19:13:49.2840","236","St Marks Pl & 2 Ave",40.7284186,-73.98713956,"212","W 16 St & The High Line",40.74334935,-74.00681753,40227,"Subscriber",1992,2,"autumn","2019-10-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,6.1
"3224",291,"2019-10-11 19:18:20.1820","2019-10-11 19:23:11.6570","3718","E 11 St & Avenue B",40.7274642069239,-73.9795041829348,"3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,27928,"Subscriber",1992,2,"autumn","2019-10-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.8,12.8
"3225",1530,"2019-10-20 12:48:53.9860","2019-10-20 13:14:24.9220","410","Suffolk St & Stanton St",40.72066442,-73.98517977,"456","E 53 St & Madison Ave",40.7597108,-73.97402311,34136,"Subscriber",1959,2,"autumn","2019-10-20","USW00094728","NY CITY CENTRAL PARK, NY US",13.7,0,0,15,9.4
"3226",754,"2019-10-31 15:04:01.4370","2019-10-31 15:16:36.0280","3619","Newtown Ave & 23 St",40.7713615,-73.9246145,"3568","34 St & 35 Ave",40.7569332,-73.9262231,18663,"Subscriber",1988,1,"autumn","2019-10-31","USW00094728","NY CITY CENTRAL PARK, NY US",13.7,0,0,21.7,15.6
"3227",323,"2019-10-30 09:34:59.5960","2019-10-30 09:40:23.2620","3422","Columbia St & Degraw St",40.6859296,-74.00242364,"3408","Congress St & Clinton St",40.6881529,-73.99520919,32704,"Subscriber",1945,1,"autumn","2019-10-30","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,17.2,14.4
"3228",1258,"2019-10-28 08:41:22.5920","2019-10-28 09:02:21.1470","3141","1 Ave & E 68 St",40.76500525,-73.95818491,"379","W 31 St & 7 Ave",40.749156,-73.9916,26473,"Subscriber",1956,1,"autumn","2019-10-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.2,12.8
"3229",132,"2019-10-04 14:49:36.4540","2019-10-04 14:51:48.7350","346","Bank St & Hudson St",40.73652889,-74.00618026,"238","Bank St & Washington St",40.7361967,-74.00859207,17753,"Subscriber",1950,2,"autumn","2019-10-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.9,10
"3230",635,"2019-10-29 08:19:25.4780","2019-10-29 08:30:00.5630","519","Pershing Square North",40.751873,-73.977706,"442","W 27 St & 7 Ave",40.746647,-73.993915,30688,"Customer",1969,0,"autumn","2019-10-29","USW00094728","NY CITY CENTRAL PARK, NY US",1.8,0,0,15,12.2
"3231",1694,"2019-10-06 17:16:48.5970","2019-10-06 17:45:02.9590","3795","10 St & 2 Ave",40.671907,-73.993612,"257","Lispenard St & Broadway",40.71939226,-74.00247214,15676,"Subscriber",1975,1,"autumn","2019-10-06","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,21.1,13.9
"3232",1694,"2019-10-26 17:33:23.7010","2019-10-26 18:01:38.4260","3423","West Drive & Prospect Park West",40.6610633719006,-73.9794525504112,"3354","3 St & Prospect Park West",40.668132,-73.97363831,29014,"Customer",1969,0,"autumn","2019-10-26","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,17.2,11.1
"3233",804,"2019-10-19 20:16:39.9130","2019-10-19 20:30:04.6480","3078","Broadway & Roebling St",40.7092482627616,-73.9606314897537,"3102","Driggs Ave & Lorimer St",40.72179134,-73.9504154,25859,"Customer",2000,1,"autumn","2019-10-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,6.1
"3234",751,"2019-10-06 15:47:00.1100","2019-10-06 15:59:31.4930","533","Broadway & W 38 St",40.75299641,-73.98721619,"507","E 25 St & 2 Ave",40.73912601,-73.97973776,38587,"Subscriber",1966,1,"autumn","2019-10-06","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,21.1,13.9
"3235",2306,"2019-10-04 12:21:59.4660","2019-10-04 13:00:26.0340","3469","India St & West St",40.7318140172097,-73.9599502086639,"3469","India St & West St",40.7318140172097,-73.9599502086639,25667,"Subscriber",1991,1,"autumn","2019-10-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.9,10
"3236",910,"2019-10-29 18:38:20.1840","2019-10-29 18:53:30.9750","368","Carmine St & 6 Ave",40.73038599,-74.00214988,"531","Forsyth St & Broome St",40.71893904,-73.99266288,38464,"Subscriber",1982,1,"autumn","2019-10-29","USW00094728","NY CITY CENTRAL PARK, NY US",1.8,0,0,15,12.2
"3237",213,"2019-10-28 18:49:58.3670","2019-10-28 18:53:32.0180","519","Pershing Square North",40.751873,-73.977706,"472","E 32 St & Park Ave",40.7457121,-73.98194829,40196,"Subscriber",1971,1,"autumn","2019-10-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.2,12.8
"3238",618,"2019-10-10 15:38:28.8250","2019-10-10 15:48:47.7590","496","E 16 St & 5 Ave",40.73726186,-73.99238967,"268","Howard St & Centre St",40.71910537,-73.99973337,26620,"Subscriber",1978,1,"autumn","2019-10-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,21.7,11.7
"3239",350,"2019-10-08 09:55:40.1460","2019-10-08 10:01:30.8460","3354","3 St & Prospect Park West",40.668132,-73.97363831,"3418","Plaza St West & Flatbush Ave",40.6750207,-73.97111473,38432,"Subscriber",1992,2,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3240",1014,"2019-10-14 18:43:02.0400","2019-10-14 18:59:56.8690","270","Adelphi St & Myrtle Ave",40.69308257,-73.97178913,"3241","Monroe St & Tompkins Ave",40.686203,-73.944694,31605,"Subscriber",1973,1,"autumn","2019-10-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,22.2,14.4
"3241",361,"2019-10-29 10:46:58.0080","2019-10-29 10:52:59.0890","3112","Milton St & Franklin St",40.72906,-73.95779,"3092","Berry St & N 8 St",40.7190095,-73.95852515,28986,"Subscriber",1969,1,"autumn","2019-10-29","USW00094728","NY CITY CENTRAL PARK, NY US",1.8,0,0,15,12.2
"3242",241,"2019-10-18 17:22:06.7900","2019-10-18 17:26:08.4140","386","Centre St & Worth St",40.71494807,-74.00234482,"2009","Catherine St & Monroe St",40.71117444,-73.99682619,39277,"Subscriber",1992,1,"autumn","2019-10-18","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,14.4,8.3
"3243",527,"2019-10-02 17:49:30.0740","2019-10-02 17:58:17.4780","250","Lafayette St & Jersey St",40.72456089,-73.99565293,"503","E 20 St & Park Ave",40.73827428,-73.98751968,32327,"Subscriber",1975,1,"autumn","2019-10-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.8,0,0,33.9,17.2
"3244",1569,"2019-10-18 07:59:18.3300","2019-10-18 08:25:28.2970","319","Fulton St & Broadway",40.711066,-74.009447,"326","E 11 St & 1 Ave",40.72953837,-73.98426726,35159,"Subscriber",1988,2,"autumn","2019-10-18","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,14.4,8.3
"3245",440,"2019-10-12 15:15:48.2210","2019-10-12 15:23:08.8340","426","West St & Chambers St",40.71754834,-74.01322069,"426","West St & Chambers St",40.71754834,-74.01322069,40215,"Customer",1969,0,"autumn","2019-10-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,12.8
"3246",626,"2019-10-14 17:23:22.2530","2019-10-14 17:33:49.2270","3812","University Pl & E 14 St",40.734814,-73.992085,"528","2 Ave & E 31 St",40.74290902,-73.97706058,38311,"Subscriber",1988,1,"autumn","2019-10-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,22.2,14.4
"3247",4886,"2019-10-07 12:02:56.0280","2019-10-07 13:24:22.8840","3285","W 87 St & Amsterdam Ave",40.78839,-73.9747,"3360","Amsterdam Ave & W 79 St",40.7829391,-73.9786517,27295,"Subscriber",1964,2,"autumn","2019-10-07","USW00094728","NY CITY CENTRAL PARK, NY US",5.1,0,0,26.1,15
"3248",1554,"2019-10-24 11:39:02.4220","2019-10-24 12:04:56.6620","354","Emerson Pl & Myrtle Ave",40.69363137,-73.96223558,"321","Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,40160,"Customer",1969,0,"autumn","2019-10-24","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,10
"3249",1126,"2019-10-11 23:14:18.6850","2019-10-11 23:33:05.0490","3718","E 11 St & Avenue B",40.7274642069239,-73.9795041829348,"351","Front St & Maiden Ln",40.70530954,-74.00612572,41502,"Subscriber",1994,2,"autumn","2019-10-11","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.8,12.8
"3250",1444,"2019-10-03 14:06:16.4920","2019-10-03 14:30:21.4100","360","William St & Pine St",40.70717936,-74.00887308,"388","W 26 St & 10 Ave",40.749717753,-74.002950346,39616,"Subscriber",1955,1,"autumn","2019-10-03","USW00094728","NY CITY CENTRAL PARK, NY US",8.6,0,0,17.2,11.7
"3251",1271,"2019-10-22 19:29:36.6620","2019-10-22 19:50:47.9730","474","5 Ave & E 29 St",40.7451677,-73.98683077,"3708","W 13 St & 5 Ave",40.735445,-73.99431,34104,"Subscriber",1984,1,"autumn","2019-10-22","USW00094728","NY CITY CENTRAL PARK, NY US",14.5,0,0,17.2,12.8
"3252",1531,"2019-10-08 06:57:50.1520","2019-10-08 07:23:21.8200","331","Pike St & Monroe St",40.71173107,-73.99193043,"390","Duffield St & Willoughby St",40.69221589,-73.9842844,38430,"Subscriber",1989,1,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3253",300,"2019-10-01 15:46:30.1310","2019-10-01 15:51:30.6390","3284","E 88 St & Park Ave",40.78141070019,-73.9559590816498,"3336","E 97 St & Madison Ave",40.787801,-73.953559,20046,"Subscriber",1992,1,"autumn","2019-10-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,27.2,17.2
"3254",519,"2019-10-25 07:20:38.1070","2019-10-25 07:29:17.3810","2021","W 45 St & 8 Ave",40.75929124,-73.98859651,"2006","Central Park S & 6 Ave",40.76590936,-73.97634151,32213,"Subscriber",1955,1,"autumn","2019-10-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.3,11.1
"3255",967,"2019-10-22 17:30:16.6280","2019-10-22 17:46:24.3210","495","W 47 St & 10 Ave",40.76269882,-73.99301222,"3459","E 53 St & 3 Ave",40.7576322773944,-73.9693057537079,34144,"Subscriber",1982,2,"autumn","2019-10-22","USW00094728","NY CITY CENTRAL PARK, NY US",14.5,0,0,17.2,12.8
"3256",1276,"2019-10-18 11:39:35.0120","2019-10-18 12:00:51.4420","3711","E 13 St & Avenue A",40.7296672939298,-73.9806796610355,"195","Liberty St & Broadway",40.70905623,-74.01043382,29340,"Subscriber",1982,1,"autumn","2019-10-18","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,14.4,8.3
"3257",888,"2019-10-08 21:02:20.7190","2019-10-08 21:17:09.6010","143","Clinton St & Joralemon St",40.69239502,-73.99337909,"319","Fulton St & Broadway",40.711066,-74.009447,19522,"Subscriber",1993,1,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3258",1167,"2019-10-29 08:17:42.2490","2019-10-29 08:37:09.8750","3429","Hanson Pl & Ashland Pl",40.6850680730818,-73.9779075980186,"376","John St & William St",40.70862144,-74.00722156,42034,"Subscriber",1957,1,"autumn","2019-10-29","USW00094728","NY CITY CENTRAL PARK, NY US",1.8,0,0,15,12.2
"3259",330,"2019-10-21 14:55:35.4730","2019-10-21 15:01:05.4790","426","West St & Chambers St",40.71754834,-74.01322069,"3256","Pier 40 - Hudson River Park",40.7277140777778,-74.011295735836,38484,"Subscriber",1971,1,"autumn","2019-10-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,10.6
"3260",719,"2019-10-09 00:49:37.5880","2019-10-09 01:01:37.1500","312","Allen St & Stanton St",40.722055,-73.989111,"532","S 5 Pl & S 5 St",40.710451,-73.960876,32076,"Subscriber",1987,1,"autumn","2019-10-09","USW00094728","NY CITY CENTRAL PARK, NY US",13.7,0,0,15,10.6
"3261",113,"2019-10-08 16:12:01.6430","2019-10-08 16:13:55.5910","363","West Thames St",40.70834698,-74.01713445,"3002","South End Ave & Liberty St",40.711512,-74.015756,16241,"Subscriber",1976,1,"autumn","2019-10-08","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,17.8,13.9
"3262",536,"2019-10-07 08:49:32.0260","2019-10-07 08:58:28.0670","3737","Stanton St & Norfolk St",40.720747,-73.986274,"3467","W Broadway & Spring St",40.7249467235942,-74.0016585588455,41113,"Subscriber",1985,2,"autumn","2019-10-07","USW00094728","NY CITY CENTRAL PARK, NY US",5.1,0,0,26.1,15
"3263",1266,"2019-10-22 09:41:28.9590","2019-10-22 10:02:35.2080","3374","Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,"468","Broadway & W 56 St",40.7652654,-73.98192338,39827,"Customer",1954,1,"autumn","2019-10-22","USW00094728","NY CITY CENTRAL PARK, NY US",14.5,0,0,17.2,12.8
"3264",212,"2019-10-24 13:37:27.8050","2019-10-24 13:41:00.5300","310","State St & Smith St",40.68926942,-73.98912867,"392","Jay St & Tech Pl",40.695065,-73.987167,34369,"Subscriber",1975,1,"autumn","2019-10-24","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,10
"3265",301,"2019-10-01 08:49:01.4190","2019-10-01 08:54:03.0760","3255","8 Ave & W 31 St",40.7505853470215,-73.9946848154068,"458","11 Ave & W 27 St",40.751396,-74.005226,15470,"Subscriber",1979,1,"autumn","2019-10-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,27.2,17.2
"3266",1013,"2019-10-02 09:45:58.5360","2019-10-02 10:02:52.4140","259","South St & Whitehall St",40.70122128,-74.01234218,"426","West St & Chambers St",40.71754834,-74.01322069,31573,"Subscriber",1978,2,"autumn","2019-10-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.8,0,0,33.9,17.2
"3267",485,"2019-10-14 16:11:42.7520","2019-10-14 16:19:48.6420","3708","W 13 St & 5 Ave",40.735445,-73.99431,"265","Stanton St & Chrystie St",40.72229346,-73.99147535,32050,"Subscriber",1987,1,"autumn","2019-10-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,22.2,14.4
"3268",1115,"2019-10-13 15:19:51.3300","2019-10-13 15:38:26.6490","3141","1 Ave & E 68 St",40.76500525,-73.95818491,"3360","Amsterdam Ave & W 79 St",40.7829391,-73.9786517,41219,"Subscriber",1980,1,"autumn","2019-10-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,19.4,11.7
"3269",475,"2019-10-17 18:11:19.5830","2019-10-17 18:19:15.0800","3443","W 52 St & 6 Ave",40.7613298312481,-73.9798200130463,"490","8 Ave & W 33 St",40.751551,-73.993934,28838,"Subscriber",1967,1,"autumn","2019-10-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,13.9,10.6
"3270",563,"2019-10-28 15:11:45.7050","2019-10-28 15:21:09.5250","3170","W 84 St & Columbus Ave",40.78499979,-73.97283406,"3158","W 63 St & Broadway",40.77163851,-73.98261428,30506,"Subscriber",1967,1,"autumn","2019-10-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,17.2,12.8
"3271",321,"2019-10-02 08:01:28.4110","2019-10-02 08:06:50.0050","468","Broadway & W 56 St",40.7652654,-73.98192338,"520","W 52 St & 5 Ave",40.75992262,-73.97648516,15406,"Subscriber",1962,1,"autumn","2019-10-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.8,0,0,33.9,17.2
"3272",560,"2019-10-10 19:23:37.2510","2019-10-10 19:32:57.7720","127","Barrow St & Hudson St",40.73172428,-74.00674436,"334","W 20 St & 7 Ave",40.74238787,-73.99726235,41539,"Subscriber",1977,1,"autumn","2019-10-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,21.7,11.7
"3273",1470,"2019-10-14 23:13:55.0000","2019-10-14 23:38:25.5440","326","E 11 St & 1 Ave",40.72953837,-73.98426726,"447","8 Ave & W 52 St",40.76370739,-73.9851615,31287,"Subscriber",1995,1,"autumn","2019-10-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,22.2,14.4
"3274",661,"2019-10-31 16:12:55.0400","2019-10-31 16:23:56.4390","268","Howard St & Centre St",40.71910537,-73.99973337,"315","South St & Gouverneur Ln",40.70355377,-74.00670227,27418,"Subscriber",1983,1,"autumn","2019-10-31","USW00094728","NY CITY CENTRAL PARK, NY US",13.7,0,0,21.7,15.6
"3275",369,"2019-10-07 21:42:15.6200","2019-10-07 21:48:25.3570","3135","E 75 St & 3 Ave",40.77112927,-73.95772297,"3142","1 Ave & E 62 St",40.7612274,-73.96094022,29770,"Customer",1969,0,"autumn","2019-10-07","USW00094728","NY CITY CENTRAL PARK, NY US",5.1,0,0,26.1,15
"3276",1457,"2019-10-05 17:39:56.2150","2019-10-05 18:04:13.6950","458","11 Ave & W 27 St",40.751396,-74.005226,"327","Vesey Pl & River Terrace",40.7153379,-74.01658354,41939,"Subscriber",1978,1,"autumn","2019-10-05","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,16.1,7.2
"3277",466,"2019-10-03 08:39:43.9370","2019-10-03 08:47:30.5240","3725","2 Ave & E 72 St",40.7687620293096,-73.9584079384804,"3459","E 53 St & 3 Ave",40.7576322773944,-73.9693057537079,33670,"Subscriber",1985,1,"autumn","2019-10-03","USW00094728","NY CITY CENTRAL PARK, NY US",8.6,0,0,17.2,11.7
"3278",532,"2019-10-02 09:16:01.4790","2019-10-02 09:24:53.6120","442","W 27 St & 7 Ave",40.746647,-73.993915,"284","Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,17146,"Subscriber",1971,1,"autumn","2019-10-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.8,0,0,33.9,17.2
